index	author_name	author_contact	orcid	author_list	matrix_file_id	cellannotation_schema_version	cellannotation_timestamp	cellannotation_version	cellannotation_url
1	John Doe		https://orcid.org/0000-0003-3373-7386		CellXGene_dataset:e4ddac12-f48f-4455-8e8d-c2a48a683437	4.0.0			
